38.5076709,-121.5412748
38.65966202,-121.4535351
38.61499077,-121.4534714
38.65699142,-121.5038615
38.63500106,-121.4213652
38.49601155,-121.4592772
38.54182394,-121.4709505
38.63963285,-121.4130509
38.63351404,-121.5282646
38.61199425,-121.4244182
38.57546355,-121.4761823
38.50771305,-121.5534498
38.51617367,-121.5286379
38.60088271,-121.4352821
38.63244741,-121.4903723
38.62275946,-121.513946
38.51110856,-121.5343434
38.61286644,-121.4444547
38.61301252,-121.4993798
38.60758365,-121.5411045
38.65509277,-121.4477394
38.5206653,-121.515833
38.62749128,-121.528707
38.55456463,-121.4106138
38.66227019,-121.5291389
38.5695415,-121.409084
38.65731154,-121.5119979
38.54072015,-121.4620361
38.53437911,-121.5068742
38.62194039,-121.431713
38.46337225,-121.4161718
38.54929974,-121.3882189
38.46449565,-121.456788
38.58259727,-121.500996
38.54100057,-121.4458147
38.53725889,-121.4477561
38.52545723,-121.5139339
38.61361383,-121.454378
38.58062786,-121.5014996
38.48682651,-121.5001978
38.58137649,-121.4974538
38.48023792,-121.4360926
38.58472227,-121.4858505
38.60666541,-121.422421
38.63862878,-121.3815598
38.48420982,-121.448306
38.56047289,-121.3902704
38.65394829,-121.462463
38.62221222,-121.4447319
38.62524321,-121.4304825
38.46027205,-121.4304773
38.61199425,-121.4244182
38.60154457,-121.42747
38.61317258,-121.4424469
38.52199137,-121.4990149
38.63070055,-121.440864
38.6374478,-121.3846125
38.56839814,-121.4313525
38.48020103,-121.5015786
38.63910642,-121.528
38.57543889,-121.5029735
38.49203951,-121.4613302
38.6776884,-121.5345401
38.54199544,-121.4712254
38.5127908,-121.5313723
38.56796664,-121.4852542
38.50488174,-121.4804148
38.52199137,-121.4990149
38.64823548,-121.4261249
38.63589608,-121.5055312
38.63869884,-121.4424398
38.66157492,-121.4969793
38.47415723,-121.4296995
38.54818818,-121.3940644
38.5530906,-121.3751255
38.64770425,-121.4242104
38.56737967,-121.4786515
38.60972461,-121.4953467
38.45718227,-121.4133413
38.5777553,-121.4838823
38.45964489,-121.4291448
38.50926564,-121.4129728
38.63535055,-121.4281542
38.62642643,-121.487454
38.58432423,-121.4902264
38.57001564,-121.4872296
38.52496323,-121.4438874
38.52517945,-121.4443121
38.62009985,-121.4590851
38.6176064,-121.4204494
38.54069286,-121.4728119
38.56108765,-121.4913716
38.62764502,-121.4258496
38.52517945,-121.4443121
38.65543537,-121.5223763
38.49250972,-121.4579445
38.60057486,-121.4940223
38.61712192,-121.4587997
38.61712192,-121.4587997
38.44227407,-121.4127165
38.63425266,-121.4177759
38.55701398,-121.4762723
38.58376222,-121.4848464
38.54242302,-121.4674602
38.59572389,-121.5050785
38.609884,-121.46479
38.62798992,-121.5092581
38.60240036,-121.4295032
38.57117547,-121.4924504
38.50482198,-121.4112131
38.61328867,-121.494681
38.61112465,-121.4593596
38.62581805,-121.4971301
38.61102318,-121.5119472
38.62266231,-121.4260893
38.56788759,-121.4792459
38.63659439,-121.4763493
38.52654807,-121.4434066
38.49601155,-121.4592772
38.60311006,-121.4269745
38.61589867,-121.4924786
38.60880668,-121.4528434
38.53137433,-121.4506403
38.5313798,-121.4523742
38.56165546,-121.3880115
38.64316291,-121.4745819
38.52225475,-121.4114993
38.64390931,-121.4507882
38.51585237,-121.3675001
38.54020494,-121.4505653
38.47226256,-121.4336162
38.66757714,-121.4538176
38.5842425,-121.5036468
38.57562427,-121.4758978
38.67667622,-121.5088422
38.60667473,-121.4226379
38.57016732,-121.5069731
38.61472939,-121.4300065
38.61935446,-121.4755343
38.61292672,-121.4415704
38.46292264,-121.4284026
38.46377975,-121.4312631
38.5550754,-121.4684533
38.58245172,-121.4877874
38.55645223,-121.4289124
38.54470924,-121.4490342
38.4625133,-121.4603514
38.67660642,-121.5190467
38.50751789,-121.5477443
38.56502139,-121.4763254
38.54783739,-121.4243203
38.55137298,-121.4061503
38.60824476,-121.5192803
38.54468278,-121.4591392
38.54118802,-121.459316
38.62769343,-121.4634451
38.47687825,-121.5002604
38.48227523,-121.4584554
38.66254563,-121.451289
38.51484622,-121.5249979
38.62743901,-121.5056249
38.47663386,-121.4803303
38.44973707,-121.4180465
38.61880719,-121.4796125
38.44803746,-121.4078016
38.51042757,-121.5419071
38.48243228,-121.514852
38.55155803,-121.4684935
38.58612197,-121.48322
38.60879322,-121.4306804
38.59444259,-121.4814732
38.48369463,-121.515322
38.5454679,-121.4573325
38.64036498,-121.4321298
38.57201606,-121.4692575
38.55531685,-121.4792852
38.6358152,-121.4446434
38.59156169,-121.4200242
38.53444222,-121.4079133
38.57920289,-121.493943
38.54867149,-121.4230827
38.63482334,-121.4416684
38.62073056,-121.4618489
38.60930026,-121.4770641
38.62630755,-121.4756162
38.62073678,-121.4572951
38.61538617,-121.4234494
38.51364018,-121.4211919
38.62866431,-121.4631893
38.46252937,-121.4585038
38.62968232,-121.446116
38.58514056,-121.4854381
38.57630105,-121.4319262
38.60527526,-121.4516527
38.57848338,-121.4742082
38.54102578,-121.4657714
38.51348202,-121.532542
38.56382548,-121.491401
38.60739495,-121.4205954
38.57962095,-121.5068273
38.6089261,-121.4935886
38.62275189,-121.4642874
38.65941872,-121.5096441
38.59530776,-121.4839757
38.47433302,-121.4398174
38.43840598,-121.4183343
38.54454369,-121.4558291
38.59645425,-121.4382598
38.54061027,-121.4474575
38.51007761,-121.4095726
38.60027317,-121.4252477
38.59808509,-121.4275537
38.59530776,-121.4839757
38.55614777,-121.4267606
38.63228581,-121.4303283
38.44973707,-121.4180465
38.59664183,-121.423349
38.63931448,-121.4295789
38.52823386,-121.4456482
38.47602372,-121.5014051
38.45541339,-121.4420784
38.58057689,-121.5036968
38.57218405,-121.4907608
38.49543922,-121.4799768
38.57163324,-121.4854271
38.52736754,-121.504668
38.52062063,-121.5084967
38.62635393,-121.4392039
38.57320247,-121.4747123
38.57411723,-121.4827193
38.61421301,-121.4925571
38.63939388,-121.4604896
38.57725503,-121.4806992
38.61692679,-121.4593506
38.57218529,-121.4642683
38.58245363,-121.5052755
38.53284086,-121.4959218
38.53553572,-121.4468745
38.56159185,-121.4923822
38.57240323,-121.4856804
38.61124309,-121.4755625
38.54106323,-121.47576
38.60986284,-121.4590542
38.542611,-121.4443687
38.58052209,-121.4986248
38.47764806,-121.4891676
38.65735092,-121.5102676
38.63862878,-121.3815598
38.62198839,-121.4461582
38.63862878,-121.3815598
38.62219451,-121.438211
38.54940296,-121.4091389
38.63040165,-121.4780296
38.51332326,-121.4314836
38.62875561,-121.5085108
38.58184562,-121.5011657
38.51030591,-121.4787921
38.62982199,-121.4414625
38.57997771,-121.4978345
38.65899218,-121.4600156
38.65023973,-121.5085026
38.53114891,-121.4223993
38.51852,-121.475971
38.45790447,-121.437086
38.67549475,-121.4977777
38.47322263,-121.4250682
38.52507079,-121.4199387
38.63253761,-121.4257122
38.64688728,-121.4140661
38.49297696,-121.5071286
38.47920034,-121.4638793
38.57881567,-121.4970836
38.61402379,-121.4926144
38.49852712,-121.4742273
38.58053662,-121.4906312
38.61499899,-121.423449
38.5704109,-121.4841033
38.57704873,-121.4812324
38.48308908,-121.4790012
38.61733037,-121.510595
38.62753184,-121.4755302
38.65357208,-121.5095127
38.6208506,-121.4700175
38.56363425,-121.4885101
38.62053806,-121.4489382
38.60765045,-121.4504831
38.57900945,-121.489911
38.6296517,-121.4755286
38.4735803,-121.4443013
38.61110308,-121.4618026
38.66166376,-121.4558592
38.64420903,-121.5129034
38.54944953,-121.4614493
38.50098733,-121.41042
38.62255411,-121.4560212
38.57308322,-121.5075511
38.57308322,-121.5075511
38.57308322,-121.5075511
38.52186986,-121.5116968
38.61775373,-121.4947194
38.65467106,-121.4625907
38.49502703,-121.5030125
38.61867245,-121.4481266
38.46101961,-121.414127
38.48531018,-121.5356226
38.64336682,-121.4216859
38.59667389,-121.5056982
38.55513128,-121.4728661
38.52512948,-121.4487903
38.57372161,-121.4826732
38.50290045,-121.4819248
38.66172026,-121.527605
38.58048952,-121.4715453
38.60055347,-121.4985749
38.55463027,-121.4116414
38.5722972,-121.4773354
38.65300918,-121.4618713
38.52845688,-121.5128857
38.48972495,-121.5024485
38.57905171,-121.4976906
38.51382164,-121.5269234
38.63684482,-121.4423353
38.68251335,-121.5015993
38.61586018,-121.4445924
38.53402736,-121.4978746
38.53402736,-121.4978746
38.53432365,-121.488409
38.63908268,-121.4042501
38.57984491,-121.4669044
38.63535473,-121.4622882
38.63365507,-121.500334
38.51928736,-121.3889165
38.56010621,-121.4867588
38.5404985,-121.4212258
38.54219716,-121.4673115
38.53494151,-121.4335978
38.53243835,-121.4139778
38.52718667,-121.4712477
38.62688953,-121.5279374
38.5923559,-121.4926811
38.61199425,-121.4244182
38.49397262,-121.5075131
38.62145778,-121.49973
38.60929375,-121.4404159
38.57920289,-121.493943
38.57965854,-121.4681757
38.48235122,-121.4506994
38.47704073,-121.5231254
38.62612259,-121.5047204
38.4797218,-121.440072
38.57882476,-121.4878834
38.51839666,-121.3965716
38.67803627,-121.5363804
38.65333642,-121.5363135
38.49417981,-121.5235386
38.63908268,-121.4042501
38.58207989,-121.5000936
38.51896869,-121.5205386
38.60027317,-121.4252477
38.54264475,-121.4703011
38.53069117,-121.4105872
38.616307,-121.4225354
38.63909731,-121.4413653
38.51364018,-121.4211919
38.54368712,-121.4443079
38.60672341,-121.4755923
38.66321971,-121.5276476
38.54242538,-121.4757955
38.4876828,-121.4716869
38.5740577,-121.5081215
38.49442501,-121.4749039
38.56940412,-121.4417047
38.56480438,-121.4781317
38.6161168,-121.4529308
38.56654113,-121.4436297
38.57688189,-121.4783232
38.50336488,-121.5391044
38.57991197,-121.4966071
38.48155327,-121.4608538
38.63252107,-121.4529344
38.61186919,-121.4235653
38.54121247,-121.4711438
38.57024299,-121.4262591
38.54988284,-121.3883992
38.66583461,-121.4267572
38.64006189,-121.4530341
38.58249661,-121.4892459
38.57899998,-121.5073808
38.56641822,-121.4828556
38.51270034,-121.5368634
38.49511942,-121.4760448
38.6377679,-121.4300114
38.49362212,-121.458006
38.65899218,-121.4600156
38.61409015,-121.5086433
38.61722561,-121.421177
38.60845539,-121.5250742
38.57734295,-121.4962474
38.4730026,-121.4333379
38.48646868,-121.4758183
38.53563438,-121.4936121
38.57706706,-121.4767617
38.62916107,-121.437666
38.56767025,-121.4852913
38.56863488,-121.476897
38.61619673,-121.5179002
38.57777929,-121.479429
38.63228581,-121.4303283
38.4497213,-121.4258719
38.63070434,-121.4303689
38.57759578,-121.506495
38.55378987,-121.466571
38.44313648,-121.4236588
38.582786,-121.5027369
38.53424184,-121.428681
38.54364991,-121.4697342
38.54844544,-121.4882798
38.58138778,-121.483793
38.5470688,-121.3989901
38.44814292,-121.4281961
38.63778289,-121.4336278
38.56979971,-121.4679798
38.60574184,-121.4277652
38.66064286,-121.5030691
38.4801213,-121.4664854
38.64426884,-121.4274874
38.5777553,-121.4838823
38.51495249,-121.535615
38.48090489,-121.4584308
38.52718667,-121.4712477
38.63862878,-121.3815598
38.64662608,-121.5027081
38.51408657,-121.5030091
38.55531685,-121.4792852
38.53881527,-121.479014
38.62928795,-121.5064872
38.47428454,-121.4227089
38.67081464,-121.5077758
38.61668041,-121.488539
38.66809307,-121.5064006
38.579198,-121.4847429
38.55864807,-121.5050314
38.58245363,-121.5052755
38.51737845,-121.4347262
38.57905171,-121.4976906
38.54121247,-121.4711438
38.62942123,-121.5055446
38.52488785,-121.4717471
38.63869884,-121.4424398
38.57629892,-121.4830358
38.62675838,-121.4354096
38.47717845,-121.4972996
38.56858874,-121.4955782
38.57813402,-121.4807627
38.47753956,-121.4839042
38.54439581,-121.3908868
38.59007055,-121.4856685
38.62995233,-121.4727959
38.63446573,-121.4495692
38.57845904,-121.4946409
38.47889655,-121.4346919
38.60894608,-121.4626763
38.51206582,-121.5423299
38.60918097,-121.4618136
38.48540584,-121.4923996
38.49109084,-121.4634092
38.60858334,-121.4326769
38.50422234,-121.5379108
38.5467716,-121.458959
38.49407763,-121.4673944
38.49407763,-121.4673944
38.48642245,-121.4568798
38.5898202,-121.4812549
38.61141174,-121.4343762
38.61141174,-121.4343762
38.48160193,-121.4654193
38.5259245,-121.4084943
38.59994183,-121.4276508
38.6270814,-121.4984478
38.57421273,-121.4869021
38.4831539,-121.4549413
38.56970242,-121.49847
38.56970242,-121.49847
38.43922779,-121.4190329
38.49904003,-121.4795627
38.58138835,-121.4622017
38.61319803,-121.4262914
38.52298255,-121.4307286
38.57235387,-121.4639068
38.46405311,-121.4405755
38.61582702,-121.4886746
38.55424238,-121.4142079
38.60027317,-121.4252477
38.55441531,-121.4575722
38.53952458,-121.4647617
38.44734129,-121.4287891
38.64543073,-121.419831
38.63862878,-121.3815598
38.58026647,-121.4979339
38.46689445,-121.4170895
38.57484527,-121.4821859
38.53613202,-121.4452442
38.57097333,-121.4408319
38.60093347,-121.422191
38.49407763,-121.4673944
38.47987012,-121.4806735
38.50576856,-121.4181141
38.60108154,-121.456171
38.60915546,-121.4430593
38.56465716,-121.471708
38.6626053,-121.5080076
38.6084813,-121.4619309
38.6319462,-121.4826112
38.61216003,-121.4570454
38.5272962,-121.4652065
38.44303164,-121.4363617
38.60376214,-121.5399288
38.56953204,-121.4890204
38.47531506,-121.4487485
38.57717555,-121.4782896
38.56957983,-121.4818568
38.51016505,-121.4884492
38.55850838,-121.4794507
38.57562427,-121.4758978
38.48642245,-121.4568798
38.60154457,-121.42747
38.61111345,-121.4323383
38.67744929,-121.5365419
38.48091284,-121.4916281
38.5501848,-121.4768749
38.61319529,-121.4235266
38.53600493,-121.4799575
38.64244876,-121.4226037
38.5397347,-121.4384125
38.47435531,-121.448452
38.51597101,-121.4299421
38.60667473,-121.4226379
38.58248128,-121.4833164
38.53157177,-121.450006
38.52420377,-121.4716718
38.55612335,-121.4724356
38.53747149,-121.5076255
38.53291921,-121.4446609
38.62689633,-121.4378029
38.48474254,-121.4564244
38.57905171,-121.4976906
38.47531506,-121.4487485
38.61775373,-121.4947194
38.44865752,-121.430088
38.59829761,-121.4344803
38.51235896,-121.5339089
38.63582718,-121.5080524
38.51282612,-121.5319557
38.61609551,-121.4714109
38.61011609,-121.478346
38.5532147,-121.467488
38.58378853,-121.4901707
38.56360559,-121.4894825
38.63995013,-121.4514665
38.55239225,-121.4444079
38.53139129,-121.4455607
38.63484756,-121.4438493
38.55490411,-121.485233
38.64723814,-121.4199458
38.55280884,-121.4278994
38.57348427,-121.4678719
38.49980195,-121.4149165
38.62535356,-121.5104944
38.63577799,-121.4409047
38.49324791,-121.5219586
38.57428281,-121.4792272
38.55347187,-121.4566492
38.49814667,-121.5101504
38.5646481,-121.4911364
38.56162032,-121.415207
38.57301361,-121.4658432
38.48131474,-121.5013123
38.61448373,-121.4496149
38.57924878,-121.4626901
38.58370044,-121.5008344
38.4957722,-121.472256
38.47392033,-121.49508
38.5680901,-121.4670272
38.65460722,-121.4291378
38.45768744,-121.4176675
38.53499467,-121.4101636
38.57131092,-121.4851916
38.44879933,-121.4445499
38.62659902,-121.4467735
38.52659231,-121.4721784
38.52627076,-121.4715167
38.53103324,-121.4385055
38.50102291,-121.474167
38.62935749,-121.4511384
38.6813822,-121.53673
38.50031738,-121.4870452
38.66763857,-121.5211177
38.63338067,-121.4755257
38.52904451,-121.4727965
38.5012711,-121.4737948
38.53092764,-121.473272
38.53855659,-121.4746387
38.6361631,-121.4393403
38.47856755,-121.5305244
38.59873136,-121.4458175
38.63276571,-121.5061726
38.61199425,-121.4244182
38.52864267,-121.4347944
38.65543537,-121.5223763
38.61759982,-121.4755368
38.53966389,-121.4634181
38.44471524,-121.4052034
38.52367283,-121.471459
38.52488785,-121.4717471
38.54121247,-121.4711438
38.44254818,-121.407243
38.57094664,-121.4642182
38.53913744,-121.4019692
38.52799984,-121.4725316
38.52904451,-121.4727965
38.52488785,-121.4717471
38.61346222,-121.4960693
38.64448295,-121.4269185
38.62284309,-121.4937243
38.4599079,-121.4323661
38.52904451,-121.4727965
38.46866082,-121.4590371
38.45354132,-121.4422153
38.57512017,-121.4972076
38.52627076,-121.4715167
38.47587189,-121.4366615
38.60846273,-121.422165
38.52718667,-121.4712477
38.64444404,-121.4576293
38.54318603,-121.4758004
38.65862177,-121.5120975
38.54156627,-121.4668617
38.57512017,-121.4972076
38.60846198,-121.4220145
38.47403927,-121.4192423
38.54865343,-121.3932422
38.46528543,-121.4589055
38.47054773,-121.4597214
38.46386486,-121.4284754
38.56881137,-121.4722229
38.61383575,-121.4450246
38.51582822,-121.3854335
38.63292418,-121.4305962
38.63862878,-121.3815598
38.52627076,-121.4715167
38.52164684,-121.4709707
38.6364856,-121.4305818
38.63410671,-121.4917958
38.52517524,-121.4727447
38.52496323,-121.4438874
38.58553089,-121.4842948
38.52488785,-121.4717471
38.56356918,-121.4721812
38.61084789,-121.4630259
38.5393973,-121.4753422
38.52700121,-121.4781774
38.58067298,-121.4992289
38.47603764,-121.432933
38.46816183,-121.4401696
38.5704109,-121.4841033
38.53092764,-121.473272
38.63589932,-121.426956
38.62966165,-121.4521652
38.51314436,-121.5010131
38.67124986,-121.5152685
38.51385568,-121.5292089
38.55630084,-121.4662305
38.620284,-121.465034
38.51363418,-121.5233983
38.49463972,-121.4985289
38.54904321,-121.4758203
38.58314743,-121.4974099
38.55385441,-121.4704591
38.60790178,-121.45544
38.57396483,-121.4769139
38.46870571,-121.4604164
38.52904451,-121.4727965
38.63228581,-121.4303283
38.52731583,-121.4137192
38.67689767,-121.5118637
38.4769852,-121.4374736
38.51503396,-121.418769
38.63862878,-121.3815598
38.47914754,-121.4861143
38.61236933,-121.4973299
38.52488785,-121.4717471
38.54231415,-121.4346721
38.54469916,-121.452695
38.54452845,-121.4525985
38.63482465,-121.4700116
38.55555724,-121.4723384
38.58614084,-121.4924524
38.49603233,-121.4619674
38.53293942,-121.4852516
38.48940865,-121.482931
38.49850245,-121.4827604
38.63679611,-121.4569383
38.58010158,-121.4960076
38.47435531,-121.448452
38.60888339,-121.4367656
38.52367283,-121.471459
38.57682697,-121.4795444
38.56776187,-121.470898
38.50492491,-121.4147208
38.55385441,-121.4704591
38.46223959,-121.4466002
38.55559631,-121.484665
38.53710124,-121.4752437
38.6412195,-121.5078891
38.57188611,-121.4648897
38.58062786,-121.5014996
38.58165678,-121.5032275
38.52488785,-121.4717471
38.56318807,-121.4753282
38.63862878,-121.3815598
38.57991197,-121.4966071
38.63712953,-121.4376102
38.60683427,-121.4585103
38.57188611,-121.4648897
38.61157282,-121.4916239
38.58426601,-121.504007
38.62806276,-121.4911353
38.51602543,-121.4237449
38.57188611,-121.4648897
38.52488785,-121.4717471
38.54359005,-121.4615285
38.53627722,-121.4745855
38.48632776,-121.4714034
38.52488785,-121.4717471
38.54370562,-121.462171
38.54359005,-121.4615285
38.52799984,-121.4725316
38.6270814,-121.4984478
38.54359005,-121.4615285
38.60889406,-121.52827
38.51694262,-121.519979
38.47245642,-121.427261
38.63715334,-121.3829415
38.59714644,-121.4520581
38.57188611,-121.4648897
38.61154129,-121.4759243
38.57336692,-121.4813431
38.67300311,-121.4975291
38.53080212,-121.472843
38.47429277,-121.4503108
38.5857662,-121.4878161
38.58464151,-121.4868341
38.65008296,-121.4686236
38.51763356,-121.4229945
38.54031271,-121.4755662
38.59664183,-121.423349
38.50591483,-121.4337511
38.53499467,-121.4101636
38.58207989,-121.5000936
38.6270814,-121.4984478
38.52728547,-121.472439
38.48335233,-121.4533502
38.47417289,-121.4340027
38.55727813,-121.4614322
38.58679941,-121.4910973
38.51027484,-121.4247349
38.45891145,-121.4202627
38.56211513,-121.4990409
38.47434943,-121.443216
38.54739949,-121.4605242
38.49720765,-121.5430401
38.61837728,-121.4415417
38.48694218,-121.4803426
38.47581524,-121.4196575
38.60667473,-121.4226379
38.49079582,-121.4631494
38.62823395,-121.5040161
38.5923559,-121.4926811
38.53954773,-121.4091401
38.47038918,-121.4223876
38.57415083,-121.4347032
38.49284864,-121.502811
38.5396649,-121.4642292
38.56216059,-121.4918326
38.60700868,-121.4785648
38.55553953,-121.4149596
38.44376695,-121.4323127
38.54463119,-121.4278566
38.61003182,-121.4593714
38.61003182,-121.4593714
38.47581524,-121.4196575
38.54141435,-121.4326059
38.52217873,-121.4768285
38.61747853,-121.4706061
38.48789953,-121.4562432
38.56987859,-121.4910186
38.48927894,-121.4742605
38.57905171,-121.4976906
38.46598861,-121.4160666
38.48857712,-121.4566887
38.48126775,-121.505075
38.54097138,-121.4558633
38.63248017,-121.4164146
38.49297696,-121.5071286
38.5000621,-121.5270041
38.51451804,-121.3827886
38.65900657,-121.4566324
38.55486974,-121.3858526
38.63298804,-121.4153006
38.66050526,-121.5409492
38.55343263,-121.4291044
38.55128541,-121.4671318
38.58885287,-121.4847746
38.54273614,-121.4412734
38.55906655,-121.4592505
38.57158209,-121.4746508
38.51382164,-121.5269234
38.63449242,-121.5028488
38.61147666,-121.5313256
38.60909032,-121.450115
38.57120018,-121.4474724
38.46620664,-121.4412886
38.55768622,-121.4099656
38.47029475,-121.4661466
38.60960014,-121.4470349
38.53952458,-121.4647617
38.51229947,-121.4188647
38.64966171,-121.467184
38.4842135,-121.5017288
38.63532759,-121.4576427
38.62884519,-121.4578075
38.64733599,-121.4291435
38.5978633,-121.5025898
38.55495326,-121.3850336
38.50063002,-121.4108912
38.61293518,-121.4508063
38.56643382,-121.4783751
38.61124309,-121.4755625
38.56286705,-121.4639956
38.52149079,-121.3907012
38.63872883,-121.4765366
38.54870584,-121.465102
38.65263061,-121.4673019
38.64378844,-121.5341593
38.54675579,-121.4538401
38.53139385,-121.4170347
38.54674127,-121.4501933
38.56425057,-121.4344738
38.64731156,-121.4654754
38.53291505,-121.4940439
38.52390843,-121.376496
38.48369463,-121.515322
38.5422061,-121.4527491
38.52393354,-121.4438954
38.46825223,-121.4255728
38.561757,-121.4807105
38.45718227,-121.4133413
38.50022327,-121.4124426
38.58464151,-121.4868341
38.57686937,-121.48165
38.60154457,-121.42747
38.47425283,-121.4368769
38.54469916,-121.452695
38.55576316,-121.4894757
38.55539783,-121.4801938
38.54106323,-121.47576
38.57991197,-121.4966071
38.47259883,-121.4585217
38.61200165,-121.4490916
38.6296517,-121.4755286
38.60219485,-121.4658695
38.48055239,-121.4846405
38.47921958,-121.4305743
38.54676409,-121.4567702
38.55700746,-121.4676206
38.57383941,-121.4795487
38.54674127,-121.4501933
38.51996349,-121.429358
38.54454919,-121.4575843
38.49502927,-121.4847037
38.54918489,-121.4665635
38.59971248,-121.4284714
38.4656669,-121.4565171
38.6162429,-121.4251049
38.58570373,-121.4923366
38.6374722,-121.4629549
38.54454919,-121.4575843
38.60108154,-121.456171
38.50196814,-121.4148428
38.55612335,-121.4724356
38.54454919,-121.4575843
38.60387022,-121.5139523
38.57167967,-121.4392594
38.5923559,-121.4926811
38.6405243,-121.454431
38.55612335,-121.4724356
38.54718283,-121.4647218
38.56932279,-121.5040444
38.56059283,-121.4344469
38.47921958,-121.4305743
38.6469111,-121.5090158
38.54676613,-121.4566198
38.54676419,-121.4550394
38.47431447,-121.4348784
38.47584192,-121.4968374
38.61292096,-121.439243
38.63589608,-121.5055312
38.54850275,-121.4687016
38.51730281,-121.5148282
38.54850275,-121.4687016
38.53056905,-121.4401801
38.5014335,-121.4096022
38.61980119,-121.4250133
38.50366806,-121.4116315
38.49575914,-121.4827348
38.48807602,-121.4564025
38.63768815,-121.4597918
38.62159114,-121.4316073
38.44973707,-121.4180465
38.54802942,-121.4666875
38.54469916,-121.452695
38.44973707,-121.4180465
38.51282875,-121.5319277
38.507324,-121.413464
38.52393354,-121.4438954
38.66611003,-121.5327875
38.55700746,-121.4676206
38.58615671,-121.4879497
38.59284733,-121.4827304
38.54337336,-121.46217
38.46528532,-121.4571242
38.53587459,-121.4125616
38.64094112,-121.4198325
38.52921623,-121.3846751
38.60611091,-121.4665401
38.65535922,-121.4719145
38.57150442,-121.4836302
38.63369822,-121.424418
38.5447238,-121.4650094
38.62873062,-121.5222297
38.5286285,-121.4958991
38.48764914,-121.491119
38.50578888,-121.4101987
38.50123749,-121.482779
38.56019414,-121.3952354
38.51402327,-121.4105955
38.55792771,-121.43864
38.53587459,-121.4125616
38.44083226,-121.4116006
38.54674127,-121.4501933
38.52199137,-121.4990149
38.56429883,-121.3831694
38.44227407,-121.4127165
38.62984691,-121.4835296
38.57402607,-121.4944065
38.47528199,-121.4378887
38.52563317,-121.4421623
38.58026647,-121.4979339
38.52506502,-121.4144333
38.63629375,-121.4141322
38.60134944,-121.4671356
38.52023278,-121.4080836
38.54721929,-121.4303709
38.61309746,-121.4987037
38.6194093,-121.4647115
38.57368379,-121.4791371
38.59875634,-121.4211729
38.60387022,-121.5139523
38.5797446,-121.4972694
38.54469916,-121.452695
38.51658451,-121.5236897
38.53029154,-121.3906925
38.48230213,-121.4530858
38.47138354,-121.4263125
38.48230213,-121.4530858
38.54674127,-121.4501933
38.65008296,-121.4686236
38.48728104,-121.4561046
38.6230651,-121.4248084
38.52224238,-121.4980099
38.61437028,-121.5171426
38.50108389,-121.5264068
38.57164676,-121.4701627
